Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,490,"Other Asia, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,4,,38,,,0
HS,2017,201703,March 2017,4,0,1,Imports,251,France,,56,Belgium,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9530,,924888,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,100,Bulgaria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,157,,20876,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,760,Syria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7,,5662,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,704,Viet Nam,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4164,,172846,,,0
HS,2017,201707,July 2017,4,0,2,Exports,251,France,,188,Costa Rica,,,,,,,,,3006,Pharmaceutical goods,,,,,,,19,,14526,,,0
HS,2017,201707,July 2017,4,0,2,Exports,251,France,,512,Oman,,,,,,,,,3006,Pharmaceutical goods,,,,,,,8,,3653,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,404,Kenya,,,,,,,,,3006,Pharmaceutical goods,,,,,,,23,,250,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1533,,75747,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,381,Italy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,17806,,2811825,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,410,Rep. of Korea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1209,,129948,,,0
HS,2017,201707,July 2017,4,0,2,Exports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2348,,332436,,,0
HS,2017,201707,July 2017,4,0,2,Exports,251,France,,579,Norway,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1317,,620993,,,0
HS,2017,201707,July 2017,4,0,2,Exports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9532,,1790921,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,50,Bangladesh,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3,,168,,,0
HS,2017,201703,March 2017,4,0,1,Imports,251,France,,233,Estonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,89,,,0
HS,2017,201703,March 2017,4,0,1,Imports,251,France,,116,Cambodia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,599,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,784,United Arab Emirates,,,,,,,,,3006,Pharmaceutical goods,,,,,,,972,,55720,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,466,Mali,,,,,,,,,3006,Pharmaceutical goods,,,,,,,341,,12316,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,682,Saudi Arabia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,417,,180472,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,414,Kuwait,,,,,,,,,3006,Pharmaceutical goods,,,,,,,233,,12590,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,22507,,1738674,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,360,Indonesia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,258,,37165,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,288,Ghana,,,,,,,,,3006,Pharmaceutical goods,,,,,,,254,,7758,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,484,Mexico,,,,,,,,,3006,Pharmaceutical goods,,,,,,,343,,233523,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,56,Belgium,,,,,,,,,3006,Pharmaceutical goods,,,,,,,25999,,1890551,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,699,India,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4678,,42260,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,826,United Kingdom,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5756,,1396565,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,686,Senegal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,895,,48326,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,0,World,,,,,,,,,3006,Pharmaceutical goods,,,,,,,373546,,40124135,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,372,Ireland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1345,,260904,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,804,Ukraine,,,,,,,,,3006,Pharmaceutical goods,,,,,,,45,,5865,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,854,Burkina Faso,,,,,,,,,3006,Pharmaceutical goods,,,,,,,88,,4562,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,705,Slovenia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,42,,4812,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1270,,98158,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,740,Suriname,,,,,,,,,3006,Pharmaceutical goods,,,,,,,14,,1882,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,360,Indonesia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,699,,143772,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,372,Ireland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1699,,347664,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,376,Israel,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1848,,31050,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,368,Iraq,,,,,,,,,3006,Pharmaceutical goods,,,,,,,19,,4748,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,288,Ghana,,,,,,,,,3006,Pharmaceutical goods,,,,,,,470,,7621,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,300,Greece,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4352,,460896,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,320,Guatemala,,,,,,,,,3006,Pharmaceutical goods,,,,,,,20,,4808,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,324,Guinea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,31,,1504,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,344,"China, Hong Kong SAR",,,,,,,,,3006,Pharmaceutical goods,,,,,,,53031,,3181010,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,348,Hungary,,,,,,,,,3006,Pharmaceutical goods,,,,,,,28256,,1058164,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,52,Barbados,,,,,,,,,3006,Pharmaceutical goods,,,,,,,132,,7488,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,352,Iceland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,15,,3696,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,60,Bermuda,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,18,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,703,Slovakia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1803,,120015,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,76,Brazil,,,,,,,,,3006,Pharmaceutical goods,,,,,,,883,,31782,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,32,Argentina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2993,,185287,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,490,"Other Asia, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,139,,52845,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,100,Bulgaria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,90,,10293,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,450,Madagascar,,,,,,,,,3006,Pharmaceutical goods,,,,,,,189,,12612,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,12,Algeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1718,,169068,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,116,Cambodia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,88,,1864,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,724,Spain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,17996,,918472,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,788,Tunisia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,23611,,197287,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,404,Kenya,,,,,,,,,3006,Pharmaceutical goods,,,,,,,10,,1301,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,124,Canada,,,,,,,,,3006,Pharmaceutical goods,,,,,,,780,,56515,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,8,Albania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,35,,3506,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,12,Algeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,268,,46645,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,24,Angola,,,,,,,,,3006,Pharmaceutical goods,,,,,,,8,,435,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,32,Argentina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3614,,232021,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,163,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,616,Poland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1003,,61330,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1066,,320266,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,48,Bahrain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,200,,29053,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,50,Bangladesh,,,,,,,,,3006,Pharmaceutical goods,,,,,,,23,,1930,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,51,Armenia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,16,,2810,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,276,Germany,,,,,,,,,3006,Pharmaceutical goods,,,,,,,122019,,7138968,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,52,Barbados,,,,,,,,,3006,Pharmaceutical goods,,,,,,,100,,4731,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,534,Sint Maarten (Dutch part),,,,,,,,,3006,Pharmaceutical goods,,,,,,,4,,76,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,699,India,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1305,,45424,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,540,New Caledonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,982,,132054,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,554,New Zealand,,,,,,,,,3006,Pharmaceutical goods,,,,,,,76,,13999,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,566,Nigeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,260,,14806,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,643,Russian Federation,,,,,,,,,3006,Pharmaceutical goods,,,,,,,6614,,612835,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,598,Papua New Guinea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,76,,9074,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,604,Peru,,,,,,,,,3006,Pharmaceutical goods,,,,,,,356,,17409,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,586,Pakistan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,129,,9608,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,381,Italy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,185543,,5972286,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,608,Philippines,,,,,,,,,3006,Pharmaceutical goods,,,,,,,102,,25910,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,156,China,,,,,,,,,3006,Pharmaceutical goods,,,,,,,856,,241347,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,15566,,1202980,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,170,Colombia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1707,,177908,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,699,India,,,,,,,,,3006,Pharmaceutical goods,,,,,,,765,,73608,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,178,Congo,,,,,,,,,3006,Pharmaceutical goods,,,,,,,184,,28594,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,191,Croatia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1768,,88172,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,188,Costa Rica,,,,,,,,,3006,Pharmaceutical goods,,,,,,,41,,15451,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,191,Croatia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1055,,116329,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,214,Dominican Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,12568,,1070240,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,376,Israel,,,,,,,,,3006,Pharmaceutical goods,,,,,,,57,,42605,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,196,Cyprus,,,,,,,,,3006,Pharmaceutical goods,,,,,,,247,,28338,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,204,Benin,,,,,,,,,3006,Pharmaceutical goods,,,,,,,14,,1066,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,251,France,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1145,,143322,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1308,,137352,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,703,Slovakia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,294,,34914,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,826,United Kingdom,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5895,,573523,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,203,Czech Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1544,,315645,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,332,Haiti,,,,,,,,,3006,Pharmaceutical goods,,,,,,,9,,181,,,0
HS,2017,201701,January 2017,4,0,1,Imports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,19902,,4676525,,,0
HS,2017,201704,April 2017,4,0,2,Exports,251,France,,876,Wallis and Futuna Isds,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1,,36,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,702,Singapore,,,,,,,,,3006,Pharmaceutical goods,,,,,,,566,,51128,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,764,Thailand,,,,,,,,,3006,Pharmaceutical goods,,,,,,,123,,1221,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,504,Morocco,,,,,,,,,3006,Pharmaceutical goods,,,,,,,29293,,374902,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,480,Mauritius,,,,,,,,,3006,Pharmaceutical goods,,,,,,,91,,9981,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5473,,414861,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,724,Spain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,24142,,2388556,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,710,South Africa,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1685,,146880,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,44935,,2285404,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,124,Canada,,,,,,,,,3006,Pharmaceutical goods,,,,,,,564,,144639,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,512,Oman,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5,,2463,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,268,Georgia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,114,,23704,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,470,Malta,,,,,,,,,3006,Pharmaceutical goods,,,,,,,17,,556,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,417,Kyrgyzstan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,54,,10205,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,534,Sint Maarten (Dutch part),,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,38,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,120,Cameroon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,668,,38432,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,56,Belgium,,,,,,,,,3006,Pharmaceutical goods,,,,,,,66051,,4753395,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,757,Switzerland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,8598,,2994879,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,324,Guinea,,,,,,,,,3006,Pharmaceutical goods,,,,,,,408,,6572,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,12,Algeria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,33227,,2557120,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,376,Israel,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3360,,214178,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,788,Tunisia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,32890,,294936,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,178,Congo,,,,,,,,,3006,Pharmaceutical goods,,,,,,,180,,11978,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,100,Bulgaria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,7575,,75139,,,0
HS,2017,201711,November 2017,4,0,2,Exports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,6119,,11308671,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,233,Estonia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,101,,17690,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,144,Sri Lanka,,,,,,,,,3006,Pharmaceutical goods,,,,,,,298,,50727,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,148,Chad,,,,,,,,,3006,Pharmaceutical goods,,,,,,,879,,29042,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,792,Turkey,,,,,,,,,3006,Pharmaceutical goods,,,,,,,14549,,41201,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,752,Sweden,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2466,,57990,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,120,Cameroon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1892,,9290,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,191,Croatia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,141,,22886,,,0
HS,2017,201703,March 2017,4,0,1,Imports,251,France,,490,"Other Asia, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,2,,46,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,300,Greece,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4,,75,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,70,Bosnia Herzegovina,,,,,,,,,3006,Pharmaceutical goods,,,,,,,30,,3378,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,440,Lithuania,,,,,,,,,3006,Pharmaceutical goods,,,,,,,204,,36638,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,702,Singapore,,,,,,,,,3006,Pharmaceutical goods,,,,,,,43,,20998,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,381,Italy,,,,,,,,,3006,Pharmaceutical goods,,,,,,,99957,,4752156,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,422,Lebanon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2525,,247984,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,320,Guatemala,,,,,,,,,3006,Pharmaceutical goods,,,,,,,14,,1752,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,364,Iran,,,,,,,,,3006,Pharmaceutical goods,,,,,,,8,,1544,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,724,Spain,,,,,,,,,3006,Pharmaceutical goods,,,,,,,44080,,6424715,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,705,Slovenia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,29,,11865,,,0
HS,2017,201712,December 2017,4,0,2,Exports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,10677,,2547501,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,372,Ireland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,66884,,6027878,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,818,Egypt,,,,,,,,,3006,Pharmaceutical goods,,,,,,,289,,2303,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,458,Malaysia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,153,,11253,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,0,World,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1588248,,47758348,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3711,,4293306,,,0
HS,2017,201703,March 2017,4,0,1,Imports,251,France,,251,France,,,,,,,,,3006,Pharmaceutical goods,,,,,,,3045,,205334,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,392,Japan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,4397,,966917,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,620,Portugal,,,,,,,,,3006,Pharmaceutical goods,,,,,,,12478,,46942,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,422,Lebanon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1052,,29277,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,203,Czech Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,5008,,330051,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,204,Benin,,,,,,,,,3006,Pharmaceutical goods,,,,,,,135,,7788,,,0
HS,2017,201707,July 2017,4,0,1,Imports,251,France,,757,Switzerland,,,,,,,,,3006,Pharmaceutical goods,,,,,,,30351,,3565423,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,504,Morocco,,,,,,,,,3006,Pharmaceutical goods,,,,,,,10967,,91274,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,40,Austria,,,,,,,,,3006,Pharmaceutical goods,,,,,,,766,,380845,,,0
HS,2017,201703,March 2017,4,0,2,Exports,251,France,,344,"China, Hong Kong SAR",,,,,,,,,3006,Pharmaceutical goods,,,,,,,94601,,6401968,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,120,Cameroon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,35,,8097,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,258,French Polynesia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,601,,67736,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,266,Gabon,,,,,,,,,3006,Pharmaceutical goods,,,,,,,192,,16511,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,268,Georgia,,,,,,,,,3006,Pharmaceutical goods,,,,,,,136,,22486,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,579,Norway,,,,,,,,,3006,Pharmaceutical goods,,,,,,,377,,138059,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,586,Pakistan,,,,,,,,,3006,Pharmaceutical goods,,,,,,,79,,9497,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,577,"Other Africa, nes",,,,,,,,,3006,Pharmaceutical goods,,,,,,,7,,811,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,591,Panama,,,,,,,,,3006,Pharmaceutical goods,,,,,,,11,,1491,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,124,Canada,,,,,,,,,3006,Pharmaceutical goods,,,,,,,512,,68976,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,144,Sri Lanka,,,,,,,,,3006,Pharmaceutical goods,,,,,,,81,,14964,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,504,Morocco,,,,,,,,,3006,Pharmaceutical goods,,,,,,,2089,,56975,,,0
HS,2017,201708,August 2017,4,0,2,Exports,251,France,,818,Egypt,,,,,,,,,3006,Pharmaceutical goods,,,,,,,416,,48374,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,480,Mauritius,,,,,,,,,3006,Pharmaceutical goods,,,,,,,231,,29213,,,0
HS,2017,201706,June 2017,4,0,1,Imports,251,France,,528,Netherlands,,,,,,,,,3006,Pharmaceutical goods,,,,,,,21999,,3201992,,,0
HS,2017,201707,July 2017,4,0,1,Imports,251,France,,842,United States of America,,,,,,,,,3006,Pharmaceutical goods,,,,,,,47703,,4454327,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,1379,,109744,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,214,Dominican Rep.,,,,,,,,,3006,Pharmaceutical goods,,,,,,,80,,8835,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,218,Ecuador,,,,,,,,,3006,Pharmaceutical goods,,,,,,,80,,4378,,,0
HS,2017,201706,June 2017,4,0,2,Exports,251,France,,222,El Salvador,,,,,,,,,3006,Pharmaceutical goods,,,,,,,110,,4802,,,0
HS,2017,201704,April 2017,4,0,1,Imports,251,France,,208,Denmark,,,,,,,,,3006,Pharmaceutical goods,,,,,,,19563,,1307142,,,0
