Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
8/16/2014,23,18,13,15,13,10,100,77,46,1007,1006,1005,10,9,1,14,11,,0,5,Fog,274<br />
8/17/2014,21,16,11,15,13,10,94,82,60,1005,1005,1004,10,10,6,26,6,50,0,6,Rain-Thunderstorm,231<br />
8/18/2014,23,18,13,14,12,10,100,75,46,1013,1010,1005,10,10,9,18,14,,0,5,,252<br />
8/19/2014,25,18,11,13,11,8,100,63,36,1016,1015,1013,10,9,9,18,5,43,0,3,Fog,181<br />
8/20/2014,27,19,12,13,11,10,88,56,34,1016,1015,1014,,,,21,6,35,0,,,186<br />
8/21/2014,27,22,16,13,12,9,77,54,34,1014,1013,1013,10,10,10,14,8,32,0,7,Rain,245<br />
8/22/2014,23,17,10,16,13,9,94,80,53,1014,1010,1007,10,10,8,32,14,40,0,6,Rain,204<br />
8/23/2014,21,13,6,10,8,6,100,70,40,1017,1016,1014,10,10,9,18,10,,0,6,,276<br />
8/24/2014,23,17,11,10,8,5,88,59,33,1018,1017,1016,,,,14,6,32,0,,,154<br />
8/25/2014,17,14,13,15,11,8,100,76,59,1016,1009,1005,10,9,5,26,18,40,0,7,Rain,121<br />
8/26/2014,19,16,12,10,8,4,88,65,42,1010,1008,1005,10,10,10,35,24,55,0,6,Rain,208<br />
8/27/2014,15,13,11,12,10,8,100,88,72,1010,1005,1003,10,9,4,14,11,,0,7,Rain,187<br />
8/28/2014,18,13,9,13,10,8,100,84,59,1004,1004,1003,10,9,2,21,11,26,0,5,Rain,195<br />
8/29/2014,18,14,10,12,11,8,100,85,63,1008,1005,1003,10,10,6,21,11,,0,7,Rain,258<br />
8/30/2014,15,11,8,11,9,7,100,88,72,1014,1011,1008,10,10,9,26,13,,0,5,Rain,257<br />
8/31/2014,14,10,7,10,9,7,100,87,67,1020,1018,1015,10,7,1,14,10,,0,7,,271<br />
9/1/2014,16,12,8,12,10,7,100,84,68,1022,1021,1019,10,10,9,21,13,,0,6,Rain,82<br />
9/2/2014,18,14,12,14,12,10,100,90,72,1020,1018,1016,10,9,1,18,13,,0,7,Fog-Rain,286<br />
9/3/2014,13,11,10,11,9,6,94,83,67,1026,1024,1020,10,10,10,26,18,35,0,7,,314<br />
9/4/2014,19,13,7,11,8,6,100,76,49,1027,1026,1025,10,10,9,21,11,32,0,5,,308<br />
9/5/2014,22,16,9,13,11,8,100,81,50,1025,1024,1021,10,9,3,14,8,,0,6,,283<br />
9/6/2014,20,13,7,13,11,7,100,79,56,1021,1020,1019,10,9,9,18,8,,0,3,Fog,294<br />
9/7/2014,21,14,9,12,10,8,100,74,46,1020,1019,1019,10,8,6,21,5,,0,4,Fog,326<br />
9/8/2014,20,14,9,13,11,8,100,80,56,1022,1021,1020,10,10,9,18,6,,0,5,,70<br />
9/9/2014,20,16,11,12,11,9,100,79,56,1022,1021,1020,10,9,8,14,13,,0,6,,96<br />
9/10/2014,20,14,8,11,8,7,100,72,43,1024,1022,1021,9,7,6,18,10,32,0,5,,98<br />
9/11/2014,23,17,11,13,11,9,100,71,41,1028,1026,1024,9,6,5,11,8,29,0,5,,124<br />
9/12/2014,23,16,9,11,9,8,100,67,41,1028,1027,1025,9,7,5,11,3,,0,3,,196<br />
9/13/2014,23,17,10,13,10,7,100,72,38,1025,1023,1021,10,7,5,26,6,35,0,6,Rain,265<br />
9/14/2014,12,10,8,11,8,7,100,96,87,1025,1023,1021,10,8,5,21,16,,0,7,,323<br />
9/15/2014,15,11,7,8,6,3,100,76,45,1026,1025,1024,10,8,6,21,14,,0,7,,344<br />
9/16/2014,15,10,6,7,4,2,100,70,42,1027,1025,1024,9,8,7,21,11,,0,0,,344<br />
9/17/2014,13,8,3,4,3,2,93,72,47,1029,1028,1027,10,10,9,18,8,43,0,6,,349<br />
9/18/2014,14,9,5,5,4,2,87,71,48,1030,1029,1028,10,10,7,11,5,,0,5,,102<br />
9/19/2014,20,12,4,8,6,3,93,70,43,1029,1027,1025,10,7,5,18,8,,0,4,,225<br />
9/20/2014,20,12,5,7,6,4,93,66,37,1026,1024,1022,9,7,5,18,6,,0,1,,194<br />
9/21/2014,19,11,4,6,3,0,100,62,28,1022,1019,1016,9,5,3,21,5,40,0,2,Fog,177<br />
9/22/2014,19,11,4,5,3,0,93,57,30,1016,1014,1011,9,8,7,26,6,40,0,1,,162<br />
9/23/2014,17,12,8,8,3,0,67,49,37,1011,1006,1001,10,10,9,29,18,47,0,5,Rain,144<br />
9/24/2014,13,8,4,9,7,3,100,85,63,1011,1004,1000,10,9,5,29,16,40,0,8,Rain,187<br />
9/25/2014,8,6,4,6,4,3,100,93,87,1014,1013,1011,10,10,5,21,16,32,0,7,Rain,345<br />
9/26/2014,15,8,1,8,5,1,100,84,59,1017,1016,1014,9,6,5,14,5,,0,5,Fog,222<br />
9/27/2014,14,8,3,9,6,3,100,87,63,1017,1014,1011,10,7,0,29,13,47,0,7,Fog-Rain,215<br />
9/28/2014,15,9,4,9,6,4,100,81,48,1016,1014,1012,10,10,6,29,16,,0,6,,246<br />
9/29/2014,14,11,9,9,8,6,94,83,67,1016,1015,1014,10,10,10,26,19,,0,7,Rain,243<br />
9/30/2014,12,9,7,11,8,4,100,86,58,1013,1010,1006,10,9,3,32,19,47,0,6,Rain,265<br />
10/1/2014,11,7,4,10,1,-3,94,73,57,1027,1019,1007,10,10,3,32,23,50,0,6,Rain,319<br />
10/2/2014,9,4,0,5,0,-3,93,70,46,1030,1026,1013,10,10,9,29,19,43,0,4,,295<br />
10/3/2014,9,4,0,5,2,-1,93,83,71,1028,1026,1022,10,10,10,29,16,47,0,7,Rain,282<br />
10/4/2014,10,7,3,5,3,-1,93,77,54,1026,1023,1021,10,10,8,21,18,35,0,5,,329<br />
10/5/2014,5,4,3,4,2,0,100,91,81,1034,1029,1026,10,9,5,21,14,,0,7,Rain,29<br />
10/6/2014,8,4,0,4,2,-1,100,85,66,1041,1038,1035,10,10,10,14,8,,0,6,,16<br />
10/7/2014,6,1,-3,1,-2,-4,100,82,61,1041,1040,1037,10,9,5,18,5,,0,4,,326<br />
10/8/2014,9,1,-6,0,-2,-7,100,74,46,1037,1034,1028,9,5,2,14,5,29,0,2,,189<br />
10/9/2014,11,7,3,4,0,-2,76,62,44,1028,1024,1020,10,9,8,21,16,35,0,8,Rain,190<br />
10/10/2014,15,11,8,8,5,2,87,67,59,1020,1018,1015,10,9,6,29,16,35,0,7,Rain,202<br />
10/11/2014,18,14,10,12,9,6,100,73,56,1018,1016,1014,10,8,4,29,21,47,0,6,Rain,232<br />
10/12/2014,13,10,7,11,9,7,100,94,82,1019,1017,1013,9,3,0,14,5,,0,7,Fog-Rain,115<br />
10/13/2014,16,13,10,11,9,6,100,82,63,1014,1011,1010,10,6,1,32,14,35,0,7,Fog-Rain,238<br />
10/14/2014,10,8,6,7,6,4,93,81,71,1017,1015,1012,10,10,9,14,8,,0,6,Rain,76<br />
10/15/2014,8,7,6,8,7,6,100,97,93,1012,1007,1005,10,5,1,21,16,,0,7,Fog-Rain,83<br />
10/16/2014,6,3,1,6,3,1,100,98,93,1008,1006,1005,10,6,1,26,21,,0,8,Fog-Rain,58<br />
10/17/2014,1,0,-1,1,-1,-3,100,95,86,1008,1005,1004,10,8,5,26,16,,0,8,Rain-Snow,8<br />
10/18/2014,-2,-3,-4,-3,-5,-8,93,82,74,1021,1013,1008,10,10,8,29,19,47,0,7,Snow,329<br />
10/19/2014,2,-4,-9,-3,-8,-11,93,69,44,1023,1020,1012,10,4,1,26,13,,0,7,Snow,251<br />
10/20/2014,2,0,-2,2,0,-2,100,96,93,1011,999,994,5,2,0,18,11,35,0,8,Fog-Rain-Snow,157<br />
10/21/2014,2,-1,-4,2,0,-6,100,97,86,1003,995,992,10,5,1,29,13,50,0,8,Fog-Rain-Snow,20<br />
10/22/2014,-4,-7,-8,-7,-9,-11,86,79,74,1018,1011,1003,10,9,5,29,21,35,0,7,Snow,327<br />
10/23/2014,-6,-10,-13,-9,-12,-15,86,77,58,1029,1025,1019,10,10,7,26,18,,0,6,Snow,317<br />
10/24/2014,-1,-4,-8,-6,-8,-11,93,79,51,1037,1034,1029,10,10,10,21,14,40,0,6,,328<br />
10/25/2014,-2,-7,-12,-10,-12,-14,92,71,51,1039,1037,1035,9,9,9,11,6,,0,3,,194<br />
10/26/2014,2,-2,-6,-9,-10,-12,80,60,41,1035,1033,1031,9,9,9,26,14,43,0,2,,206<br />
10/27/2014,7,2,-2,-3,-8,-12,57,46,37,1031,1028,1025,10,10,9,26,18,43,0,6,,221<br />
10/28/2014,9,7,4,3,-3,-8,71,54,42,1024,1023,1022,10,10,9,26,23,,0,6,,226<br />
10/29/2014,13,8,4,2,-3,-9,81,51,25,1024,1023,1022,9,9,8,21,18,35,0,6,Rain,227<br />
10/30/2014,9,3,-2,-4,-7,-9,69,51,36,1024,1022,1019,9,7,5,18,14,29,0,3,,214<br />
10/31/2014,5,1,-2,1,-2,-6,87,76,65,1020,1019,1017,10,8,5,21,11,,0,6,,275<br />
11/1/2014,2,0,-2,1,-2,-7,93,84,69,1022,1019,1018,10,10,6,26,11,40,0,6,Snow,323<br />
11/2/2014,0,-2,-4,-5,-7,-8,86,73,60,1026,1024,1022,10,10,9,18,14,,0,6,Snow,338<br />
11/3/2014,1,-1,-3,0,-3,-8,100,86,64,1023,1019,1016,10,8,4,14,11,32,0,8,Rain-Snow,189<br />
11/4/2014,4,1,-1,1,-1,-2,100,90,81,1017,1015,1015,5,4,3,18,13,35,0,4,,194<br />
11/5/2014,4,2,0,3,1,-1,100,93,87,1015,1013,1012,5,4,3,21,13,40,0,5,,209<br />
11/6/2014,5,4,4,4,3,3,100,93,87,1018,1017,1015,5,4,2,18,11,,0,8,,196<br />
11/7/2014,7,6,4,6,4,3,100,95,93,1018,1016,1013,4,3,2,18,13,32,0,8,Rain,198<br />
11/8/2014,8,7,6,7,6,3,100,90,81,1017,1012,1009,10,7,4,26,18,43,0,7,Rain,201<br />
11/9/2014,6,4,3,3,2,1,100,87,76,1025,1022,1017,10,9,5,26,14,,0,6,Rain,240<br />
11/10/2014,5,2,0,3,1,-1,100,92,81,1031,1030,1025,10,8,5,18,10,,0,6,Fog,92<br />
11/11/2014,5,4,3,5,3,2,100,94,87,1031,1029,1027,10,7,3,21,14,35,0,8,,163<br />
11/12/2014,6,4,4,3,2,1,87,82,76,1027,1025,1024,10,9,6,29,16,40,0,8,,198<br />
11/13/2014,5,4,4,3,3,2,93,87,81,1027,1026,1025,6,5,3,11,6,,0,8,Rain,207<br />
11/14/2014,4,1,-1,4,1,-2,100,91,87,1032,1030,1028,10,8,3,18,13,,0,7,,63<br />
11/15/2014,0,-1,-1,-2,-3,-6,93,85,69,1032,1031,1031,10,10,8,14,6,,0,6,,31<br />
11/16/2014,-1,-3,-5,-4,-8,-10,80,70,64,1035,1034,1032,10,10,10,26,14,35,0,7,Snow,87<br />
11/17/2014,-4,-6,-7,-8,-9,-10,86,76,64,1034,1034,1033,10,10,9,18,11,29,0,7,Snow,98<br />
11/18/2014,-1,-3,-6,-5,-7,-10,86,79,59,1036,1035,1034,10,9,6,14,10,,0,7,Snow,90<br />
11/19/2014,-2,-7,-11,-8,-10,-13,93,82,64,1036,1036,1035,9,6,3,6,3,26,0,2,,60<br />
11/20/2014,-3,-8,-13,-8,-11,-15,93,86,69,1037,1037,1036,5,3,2,11,5,,0,2,,250<br />
11/21/2014,0,-6,-12,-6,-9,-14,93,81,48,1036,1034,1032,6,3,2,11,3,,0,4,,234<br />
11/22/2014,1,-4,-8,-6,-8,-10,93,76,56,1032,1030,1029,9,7,5,14,10,,0,4,,234<br />
11/23/2014,0,-4,-9,-3,-7,-11,93,80,59,1035,1031,1029,10,8,3,11,6,,0,5,Snow,349<br />
11/24/2014,-1,-2,-3,-3,-4,-5,100,88,80,1039,1038,1035,10,6,5,14,11,,0,8,Snow,122<br />
11/25/2014,-2,-3,-5,-4,-5,-6,100,91,86,1038,1035,1033,10,8,5,18,13,35,0,8,,193<br />
11/26/2014,-5,-6,-7,-6,-7,-8,100,96,93,1033,1031,1030,7,5,0,21,13,,0,8,Fog-Snow,222<br />
11/27/2014,-6,-7,-9,-7,-8,-10,100,93,86,1033,1031,1030,4,3,1,11,5,,0,8,Fog-Snow,204<br />
11/28/2014,-7,-10,-12,-10,-11,-14,93,86,74,1036,1035,1033,9,7,3,18,13,,0,7,,78<br />
11/29/2014,-8,-11,-13,-10,-12,-14,93,90,79,1037,1035,1034,8,6,5,18,14,,0,6,,68<br />
11/30/2014,-8,-11,-14,-9,-12,-15,93,91,85,1034,1031,1028,8,6,3,11,6,,0,6,Snow,36<br />
12/1/2014,-5,-11,-16,-6,-10,-18,93,90,79,1027,1026,1025,10,6,3,18,10,,0,7,Snow,289<br />
12/2/2014,-6,-10,-13,-7,-11,-15,93,89,79,1029,1028,1026,10,9,5,21,13,,0,7,Snow,300<br />
12/3/2014,-4,-9,-14,-9,-11,-15,92,77,63,1029,1024,1021,10,10,8,29,19,,0,6,Snow,234<br />
12/4/2014,-4,-7,-8,-5,-8,-11,93,82,74,1022,1019,1016,10,8,5,35,26,43,0,7,Snow,249<br />
12/5/2014,0,-2,-4,-2,-3,-5,100,91,80,1029,1026,1019,10,9,2,21,18,,0,8,Snow,264<br />
12/6/2014,-4,-6,-6,-4,-6,-7,100,93,86,1029,1027,1023,10,7,4,18,14,35,0,8,Snow,192<br />
12/7/2014,-3,-4,-6,-5,-6,-7,100,90,80,1024,1023,1022,10,5,1,21,18,32,0,8,Snow,195<br />
12/8/2014,-3,-6,-7,-5,-7,-9,93,91,86,1023,1021,1020,10,6,3,18,11,35,0,8,Snow,174<br />
12/9/2014,-3,-4,-4,-4,-4,-5,100,94,86,1027,1023,1020,8,5,1,18,10,29,0,8,Fog-Snow,205<br />
12/10/2014,-2,-3,-4,-2,-4,-4,100,95,86,1027,1026,1023,6,2,1,14,8,,0,8,Snow,224<br />
12/11/2014,0,-1,-2,0,-1,-3,100,98,93,1022,1018,1014,3,2,1,14,8,26,0,8,Rain-Snow,131<br />
12/12/2014,0,-2,-3,-1,-3,-4,100,98,93,1014,1008,1005,9,2,1,21,11,,0,8,Snow,156<br />
12/13/2014,2,0,-1,0,-1,-2,100,92,81,1009,1006,1001,10,8,1,32,21,47,0,8,Snow,196<br />
12/14/2014,2,1,1,0,0,0,93,87,87,1018,1011,1006,10,10,9,29,23,43,0,6,,212<br />
12/15/2014,2,0,-2,-1,-2,-3,93,87,75,1023,1021,1018,10,10,8,18,13,,0,6,Snow,197<br />
12/16/2014,2,1,0,2,1,-1,100,97,93,1020,1017,1015,5,3,1,18,13,35,0,8,Fog-Rain-Snow,178<br />
12/17/2014,3,1,0,2,1,0,100,96,87,1016,1010,1002,10,6,2,26,18,43,0,8,Rain,165<br />
12/18/2014,1,0,0,1,0,-1,100,94,87,1008,1004,999,10,8,1,26,19,43,0,7,Rain-Snow,210<br />
12/19/2014,1,0,0,1,-1,-2,100,94,87,1008,1004,996,10,7,1,21,16,40,0,8,Rain-Snow,179<br />
12/20/2014,5,3,1,4,2,0,100,95,87,996,995,993,10,9,5,26,19,,0,7,Rain,213<br />
12/21/2014,2,1,1,1,0,-2,100,91,81,998,996,996,10,9,4,29,19,47,0,7,Rain-Snow,208<br />
12/22/2014,1,-1,-3,-1,-4,-6,93,83,75,998,997,996,10,9,1,32,23,43,0,7,Snow,224<br />
12/23/2014,1,-1,-3,0,-2,-6,100,92,74,995,986,982,10,7,1,32,16,47,0,7,Snow,196<br />
12/24/2014,-3,-6,-7,-4,-8,-10,93,83,80,1002,993,985,10,7,1,35,26,50,0,7,Snow,287<br />
12/25/2014,-8,-10,-11,-9,-10,-13,93,88,79,1002,994,987,10,5,0,32,16,40,0,8,Snow,39<br />
12/26/2014,-10,-12,-13,-11,-14,-15,93,85,79,1016,1011,1001,10,10,7,26,18,,0,7,Snow,270<br />
12/27/2014,-7,-9,-13,-8,-9,-14,93,91,80,1020,1018,1015,10,10,8,26,19,43,0,7,,224<br />
12/28/2014,-10,-12,-15,-11,-13,-16,93,92,85,1020,1016,1012,10,7,0,18,8,,0,7,Fog-Snow,36<br />
12/29/2014,-12,-14,-17,-13,-17,-19,92,87,78,1018,1015,1012,10,10,9,18,13,,0,7,Snow,306<br />
12/30/2014,-15,-17,-18,-17,-18,-20,92,86,85,1022,1020,1018,10,10,9,21,14,40,0,4,,320<br />
12/31/2014,-7,-14,-22,-8,-16,-24,93,87,78,1023,1016,1009,10,6,2,32,16,35,0,7,Snow,221<br />
